MysteryCube,512,288,0
MysteryCube,706,160,0
MysteryCube,672,288,1
MysteryCube,736,288,0
MysteryCube,3424,288,0
MysteryCube,3520,288,0
MysteryCube,3616,288,0
MysteryCube,5472,288,0
MysteryCube,3008,160,0
MysteryCube,4160,160,0
MysteryCube,4192,160,0
MysteryCube,2496,288,3
MysteryCube,3520,160,3
BrickBlock,640,288
BrickBlock,704,288
BrickBlock,768,288
BrickBlock,2464,288
BrickBlock,2528,288
BrickBlock,3200,288
BrickBlock,3232,288
BrickBlock,3808,288
BrickBlock,4160,288
BrickBlock,4192,288
BrickBlock,5408,288
BrickBlock,5440,288
BrickBlock,5504,288
BrickBlock,2560,160
BrickBlock,2592,160
BrickBlock,2624,160
BrickBlock,2656,160
BrickBlock,2688,160
BrickBlock,2720,160
BrickBlock,2752,160
BrickBlock,2784,160
BrickBlock,2912,160
BrickBlock,2944,160
BrickBlock,2976,160
BrickBlock,3904,160
BrickBlock,3936,160
BrickBlock,3968,160
BrickBlock,4128,160
BrickBlock,4224,160
BrickBlock,3008,288
BrickBlock,3264,288
PipeUp,1824,288,0,64,128
Flagpole,6376,80
TriggerTube,1856,280,0,level_1-1-hidden,16,0
TriggerEnterCastle,6605,390,level_2-1
Goomba,700,384
Goomba,1408,384
Goomba,1760,384
Goomba,1716,384
Goomba,2560,128
Goomba,2528,256
Goomba,3168,384
Goomba,3216,384
Goomba,3744,384
Goomba,3290,384
Goomba,3968,384
Goomba,4014,384
Goomba,4096,384
Goomba,3290,384
Goomba,5600,384
Goomba,5648,384
KoopaTroopa,3494,384
